Survive|Class|Honorific|First Name|Last Name|Unmarried Name|Gender|Age|Siblings/Spouses On Board|Parents/Kids On Board|Ticket Number|Fare|Cabins|Embarked From
True|2|Miss|Marion|Smith||female|40|0|0|31418|13||Southampton
True|3|Mrs|Thomas|Davison|Mary E Finck|female||1|0|386525|16.1||Southampton
True|3|Master|William|Coutts||male|3|1|1|37671|15.9||Southampton
False|3|Mr|Jovan|Dimic||male|42|0|0|315088|8.66||Southampton
False|3|Mr|Nils|Odahl||male|23|0|0|7267|9.22||Southampton
False|1|Mr|Fletcher|Williams-Lambert||male||0|0|113510|35|C128|Southampton
False|3|Mr|Tannous|Elias||male|15|1|1|2695|7.23||Cherbourg
False|3|Mr|Josef|Arnold-Franchi||male|25|1|0|349237|17.8||Southampton
False|3|Mr|Wazli|Yousif||male||0|0|2647|7.22||Cherbourg
False|3|Mr|Leo|Vanden Steen||male|28|0|0|345783|9.5||Southampton
True|1|Miss|Elsie|Bowerman||female|22|0|1|113505|55|E33|Southampton
False|2|Miss|Annie|Funk||female|38|0|0|237671|13||Southampton
True|3|Miss|Mary|McGovern||female||0|0|330931|7.88||Queenstown
True|3|Miss|Helen|Mockler||female||0|0|330980|7.88||Queenstown
False|3|Mr|Wilhelm|Skoog||male|40|1|4|347088|27.9||Southampton
False|2|Mr|Sebastiano|del Carlo||male|29|1|0|2167|27.72||Cherbourg
False|3|Mrs|Catherine|Barbara|Catherine David|female|45|0|1|2691|14.45||Cherbourg
False|3|Mr|Adola|Asim||male|35|0|0|3101310|7.05||Southampton
False|3|Mr|Thomas|O'Brien||male||1|0|370365|15.5||Queenstown
False|3|Mr|Mauritz|Adahl||male|30|0|0|7076|7.25||Southampton
True|1|Mrs|Frank|Warren|Anna Sophia Atkinson|female|60|1|0|110813|75.25|D37|Cherbourg
True|3|Mrs|Mantoura|Moussa|Mantoura Boulos|female||0|0|2626|7.23||Cherbourg
True|3|Miss|Annie|Jermyn||female||0|0|14313|7.75||Queenstown
True|1|Mme|Leontine|Aubart||female|24|0|0|17477|69.3|B35|Cherbourg
True|1|Mr|George|Harder||male|25|1|0|11765|55.44|E50|Cherbourg
False|3|Mr|Jakob|Wiklund||male|18|1|0|3101267|6.5||Southampton
False|3|Mr|William|Beavan||male|19|0|0|323951|8.05||Southampton
False|1|Mr|Sante|Ringhini||male|22|0|0|17760|135.63||Cherbourg
False|3|Miss|Stina|Palsson||female|3|3|1|349909|21.08||Southampton
True|1|Mrs|Edgar|Meyer|Leila Saks|female||1|0|17604|82.17||Cherbourg
True|3|Miss|Aurora|Landergren||female|22|0|0|7077|7.25||Southampton
False|1|Mr|Harry|Widener||male|27|0|2|113503|211.5|C82|Cherbourg
False|3|Mr|Tannous|Betros||male|20|0|0|2648|4.01||Cherbourg
False|3|Mr|Karl|Gustafsson||male|19|0|0|347069|7.78||Southampton
True|1|Miss|Rosalie|Bidois||female|42|0|0|17757|227.52||Cherbourg
True|3|Miss|Maria|Nakid|Mary|female|1|0|2|2653|15.74||Cherbourg
False|3|Mr|Juho|Tikkanen||male|32|0|0|23101293|7.92||Southampton
True|1|Mrs|Alexander|Holverson|Mary Aline Towner|female|35|1|0|113789|52||Southampton
False|3|Mr|Vasil|Plotcharsky||male||0|0|349227|7.9||Southampton
False|2|Mr|Charles|Davies||male|18|0|0|14879|73.5||Southampton
False|3|Master|Sidney|Goodwin||male|1|5|2|2144|46.9||Southampton
True|2|Miss|Kate|Buss||female|36|0|0|27849|13||Southampton
False|3|Mr|Matthew|Sadlier||male||0|0|367655|7.73||Queenstown
True|2|Miss|Bertha|Lehmann||female|17|0|0|1748|12||Cherbourg
True|1|Mr|William|Carter||male|36|1|2|113760|120|B96 B98|Southampton
True|3|Mr|Carl|Jansson||male|21|0|0|350034|7.8||Southampton
False|3|Mr|Johan|Gustafsson||male|28|2|0|3101277|7.92||Southampton
True|1|Miss|Marjorie|Newell||female|23|1|0|35273|113.28|D36|Cherbourg
True|3|Mrs|Hjalmar|Sandstrom|Agnes Charlotta Bengtsson|female|24|0|2|9549|16.7|G6|Southampton
False|3|Mr|Erik|Johansson||male|22|0|0|350052|7.8||Southampton
False|3|Miss|Elina|Olsson||female|31|0|0|350407|7.85||Southampton
False|2|Mr|Peter|McKane||male|46|0|0|28403|26||Southampton
False|2|Dr|Alfred|Pain||male|23|0|0|244278|10.5||Southampton
True|2|Mrs|William|Trout|Jessie L|female|28|0|0|240929|12.65||Southampton
True|3|Mr|Juha|Niskanen||male|39|0|0|23101289|7.92||Southampton
False|3|Mr|John|Adams||male|26|0|0|341826|8.05||Southampton
False|3|Miss|Mari|Jussila||female|21|1|0|4137|9.82||Southampton
False|3|Mr|Pekka|Hakkarainen||male|28|1|0|23101279|15.85||Southampton
False|3|Miss|Marija|Oreskovic||female|20|0|0|315096|8.66||Southampton
False|2|Mr|Shadrach|Gale||male|34|1|0|28664|21||Southampton
False|3|Mr|Carl/Charles|Widegren||male|51|0|0|347064|7.75||Southampton
True|2|Master|William|Richards||male|3|1|1|29106|18.75||Southampton
False|3|Mr|Hans|Birkeland||male|21|0|0|312992|7.78||Southampton
False|3|Miss|Ida|Lefebre||female||3|1|4133|25.47||Southampton
False|3|Mr|Todor|Sdycoff||male||0|0|349222|7.9||Southampton
False|3|Mr|Henry|Hart||male||0|0|394140|6.86||Queenstown
True|1|Miss|Daisy|Minahan||female|33|1|0|19928|90|C78|Queenstown
False|2|Mr|Alfred|Cunningham||male||0|0|239853|0||Southampton
True|3|Mr|Johan|Sundman||male|44|0|0|23101269|7.92||Southampton
False|3|Mrs|Thomas|Meek|Annie Louise Rowley|female||0|0|343095|8.05||Southampton
True|2|Mrs|James|Drew|Lulu Thorne Christian|female|34|1|1|28220|32.5||Southampton
True|2|Miss|Lyyli|Silven||female|18|0|2|250652|13||Southampton
False|2|Mr|William|Matthews||male|30|0|0|28228|13||Southampton
False|3|Miss|Catharina|Van Impe||female|10|0|2|345773|24.15||Southampton
False|3|Mr|Stanio|Gheorgheff||male||0|0|349254|7.9||Cherbourg
False|3|Mr|David|Charters||male|21|0|0|513032|7.73||Queenstown
False|3|Mr|Leo|Zimmerman||male|29|0|0|315082|7.88||Southampton
False|3|Mrs|Ernst|Danbom|Anna Sigrid Maria Brogren|female|28|1|1|347080|14.4||Southampton
False|3|Mr|Viktor|Rosblom||male|18|1|1|370129|20.21||Southampton
False|3|Mr|Phillippe|Wiseman||male||0|0|434244|7.25||Southampton
True|2|Mrs|Charles|Clarke|Ada Maria Winfield|female|28|1|0|2003|26||Southampton
True|2|Miss|Kate|Phillips|Mrs Kate Louise Phillips Marshall|female|19|0|0|250655|26||Southampton
False|3|Mr|James|Flynn||male||0|0|364851|7.75||Queenstown
True|3|Mr|Berk|Pickard|Berk Trembisky|male|32|0|0|392078|8.05|E10|Southampton
True|1|Mr|Mauritz|Bjornstrom-Steffansson||male|28|0|0|110564|26.55|C52|Southampton
True|3|Mrs|Percival|Thorneycroft|Florence Kate White|female||1|0|376564|16.1||Southampton
True|2|Mrs|Charles|Louch|Alice Adelaide Slow|female|42|1|0|3085|26||Southampton
False|3|Mr|Nikolai|Kallio||male|17|0|0|23101274|7.12||Southampton
False|1|Mr|William|Silvey||male|50|1|0|13507|55.9|E44|Southampton
True|1|Miss|Lucile|Carter||female|14|1|2|113760|120|B96 B98|Southampton
False|3|Miss|Doolina|Ford||female|21|2|2|6608|34.38||Southampton
True|2|Mrs|Sidney|Richards|Emily Hocking|female|24|2|3|29106|18.75||Southampton
False|1|Mr|Mark|Fortune||male|64|1|4|19950|263|C23 C25 C27|Southampton
False|2|Mr|Johan|Kvillner||male|31|0|0|18723|10.5||Southampton
True|2|Mrs|Benjamin|Hart|Esther Ada Bloomfield|female|45|1|1|13529|26.25||Southampton
False|3|Mr|Leon|Hampe||male|20|0|0|345769|9.5||Southampton
False|3|Mr|Johan|Petterson||male|25|1|0|347076|7.78||Southampton
True|2|Ms|Encarnacion|Reynaldo||female|28|0|0|230434|13||Southampton
True|3|Mr|Bernt|Johannesen-Bratthammer||male||0|0|65306|8.11||Southampton
True|1|Master|Washington|Dodge||male|4|0|2|33638|81.86|A34|Southampton
True|2|Miss|Madeleine|Mellinger||female|13|0|1|250644|19.5||Southampton
True|1|Mr|Frederic|Seward||male|34|0|0|113794|26.55||Southampton
True|3|Miss|Marie|Baclini||female|5|2|1|2666|19.26||Cherbourg
True|1|Major|Arthur|Peuchen||male|52|0|0|113786|30.5|C104|Southampton
False|2|Mr|Edwy|West||male|36|1|2|34651|27.75||Southampton
False|3|Mr|Ingvald|Hagland||male||1|0|65303|19.97||Southampton
False|1|Mr|Benjamin|Foreman||male|30|0|0|113051|27.75|C111|Cherbourg
True|1|Mr|Samuel|Goldenberg||male|49|1|0|17453|89.1|C92|Cherbourg
False|3|Mr|Joseph|Peduzzi||male||0|0|52817|8.05||Southampton
True|3|Mr|Ivan|Jalsevac||male|29|0|0|349240|7.9||Cherbourg
False|1|Mr|Francis|Millet||male|65|0|0|13509|26.55|E38|Southampton
True|1|Mrs|Frederick|Kenyon|Marion|female||1|0|17464|51.86|D21|Southampton
True|2|Miss|Ellen|Toomey||female|50|0|0|13531|10.5||Southampton
False|3|Mr|Maurice|O'Connor||male||0|0|371060|7.75||Queenstown
True|1|Mr|Harry|Anderson||male|48|0|0|19952|26.55|E12|Southampton
False|3|Mr|William|Morley||male|34|0|0|364506|8.05||Southampton
False|1|Mr|Arthur|Gee||male|47|0|0|111320|38.5|E63|Southampton
False|2|Mr|Jacob|Milling||male|48|0|0|234360|13||Southampton
False|3|Mr|Simon|Maisner||male||0|0|2816|8.05||Southampton
False|3|Mr|Manuel|Goncalves||male|38|0|0|3101306|7.05||Southampton
False|2|Mr|William|Campbell||male||0|0|239853|0||Southampton
False|1|Mr|John|Smart||male|56|0|0|113792|26.55||Southampton
False|3|Mr|James|Scanlan||male||0|0|36209|7.72||Queenstown
True|3|Miss|Helene|Baclini||female|0.75|2|1|2666|19.26||Cherbourg
False|3|Mr|Arthur|Keefe||male||0|0|323592|7.25||Southampton
False|3|Mr|Luka|Cacic||male|38|0|0|315089|8.66||Southampton
True|2|Mrs|Edwy|West|Ada Mary Worth|female|33|1|2|34651|27.75||Southampton
True|2|Mrs|Amin|Jerwan|Marie Marthe Thuillard|female|23|0|0|541|13.79|D|Cherbourg
False|3|Miss|Ida|Strandberg||female|22|0|0|7553|9.84||Southampton
False|1|Mr|George|Clifford||male||0|0|110465|52|A14|Southampton
False|2|Mr|Peter|Renouf||male|34|1|0|31027|21||Southampton
False|3|Mr|Lewis|Braund||male|29|1|0|3460|7.05||Southampton
False|3|Mr|Nils|Karlsson||male|22|0|0|350060|7.52||Southampton
True|3|Miss|Hildur|Hirvonen||female|2|0|1|3101298|12.29||Southampton
False|3|Master|Harold|Goodwin||male|9|5|2|2144|46.9||Southampton
False|2|Mr|Anthony|Frost||male||0|0|239854|0||Southampton
False|3|Mr|Richard|Rouse||male|50|0|0|53594|8.05||Southampton
True|3|Mrs|Hedwig|Turkula|Hedwig|female|63|0|0|4134|9.59||Southampton
True|1|Mr|Dickinson|Bishop||male|25|1|0|11967|91.08|B49|Cherbourg
False|3|Miss|Jeannie|Lefebre||female||3|1|4133|25.47||Southampton
True|1|Mrs|Frederick|Hoyt|Jane Anne Forby|female|35|1|0|19943|90|C93|Southampton
False|1|Mr|Edward|Kent||male|58|0|0|11771|29.7|B37|Cherbourg
False|3|Mr|Francis|Somerton||male|30|0|0|518509|8.05||Southampton
True|3|Master|Eden|Coutts||male|9|1|1|37671|15.9||Southampton
False|3|Mr|Konrad|Hagland||male||1|0|65304|19.97||Southampton
False|3|Mr|Einar|Windelov||male|21|0|0|3101317|7.25||Southampton
False|1|Mr|Harry|Molson||male|55|0|0|113787|30.5|C30|Southampton
False|1|Mr|Ramon|Artagaveytia||male|71|0|0|17609|49.5||Cherbourg
False|3|Mr|Edward|Stanley||male|21|0|0|445380|8.05||Southampton
False|3|Mr|Gerious|Yousseff||male||0|0|2627|14.46||Cherbourg
True|1|Miss|Elizabeth|Eustis||female|54|1|0|36947|78.27|D20|Cherbourg
False|3|Mr|Frederick|Shellard||male||0|0|6212|15.1||Southampton
False|1|Mrs|Hudson|Allison|Bessie Waldo Daniels|female|25|1|2|113781|151.55|C22 C26|Southampton
False|3|Mr|Olof|Svensson||male|24|0|0|350035|7.8||Southampton
False|3|Mr|Petar|Calic||male|17|0|0|315086|8.66||Southampton
False|3|Miss|Mary|Canavan||female|21|0|0|364846|7.75||Queenstown
False|3|Miss|Bridget|O'Sullivan||female||0|0|330909|7.63||Queenstown
False|3|Miss|Kristina|Laitinen||female|37|0|0|4135|9.59||Southampton
True|1|Miss|Roberta|Maioni||female|16|0|0|110152|86.5|B79|Southampton
False|1|Mr|Victor|Penasco y Castellana||male|18|1|0|17758|108.9|C65|Cherbourg
True|2|Mrs|Frederick|Quick|Jane Richards|female|33|0|2|26360|26||Southampton
True|1|Mr|George|Bradley|George Arthur Brayton|male||0|0|111427|26.55||Southampton
False|3|Mr|Henry|Olsen||male|28|0|0|4001|22.52||Southampton
True|3|Mr|Fang|Lang||male|26|0|0|1601|56.5||Southampton
True|3|Mr|Eugene|Daly||male|29|0|0|382651|7.75||Queenstown
False|3|Mr|James|Webber||male||0|0|3101316|8.05||Southampton
True|1|Mr|James|McGough||male|36|0|0|17473|26.29|E25|Southampton
True|1|Mrs|Martin|Rothschild|Elizabeth L. Barrett|female|54|1|0|17603|59.4||Cherbourg
False|3|Mr|Satio|Coleff||male|24|0|0|349209|7.5||Southampton
False|1|Mr|William|Walker||male|47|0|0|36967|34.02|D46|Southampton
True|2|Mrs|Amelia|Lemore|Amelia Milley|female|34|0|0|34260|10.5|F33|Southampton
False|3|Mr|Patrick|Ryan||male||0|0|371110|24.15||Queenstown
True|2|Mrs|William|Angle|Florence Mary Agnes Hughes|female|36|1|0|226875|26||Southampton
False|3|Mr|Stefo|Pavlovic||male|32|0|0|349242|7.9||Southampton
True|1|Miss|Anne|Perreault||female|30|0|0|12749|93.5|B73|Southampton
False|3|Mr|Janko|Vovk||male|22|0|0|349252|7.9||Southampton
False|3|Mr|Sarkis|Lahoud||male||0|0|2624|7.22||Cherbourg
True|1|Mrs|Louis|Hippach|Ida Sophia Fischer|female|44|0|1|111361|57.98|B18|Cherbourg
False|3|Mr|Fared|Kassem||male||0|0|2700|7.23||Cherbourg
False|3|Mr|James|Farrell||male|40.5|0|0|367232|7.75||Queenstown
True|2|Miss|Lucy|Ridsdale||female|50|0|0|14258|10.5||Southampton
False|1|Mr|John|Farthing||male||0|0|17483|221.78|C95|Southampton
False|3|Mr|Johan|Salonen||male|39|0|0|3101296|7.92||Southampton
False|2|Mr|Richard|Hocking||male|23|2|1|29104|11.5||Southampton
True|2|Miss|Phyllis|Quick||female|2|1|1|26360|26||Southampton
False|3|Mr|Nakli|Toufik||male||0|0|2641|7.23||Cherbourg
False|3|Mr|Joseph|Elias||male|17|1|1|2690|7.23||Cherbourg
True|3|Mrs|Catherine|Peter|Catherine Rizk|female||0|2|2668|22.36||Cherbourg
False|3|Miss|Marija|Cacic||female|30|0|0|315084|8.66||Southampton
True|2|Miss|Eva|Hart||female|7|0|2|13529|26.25||Southampton
False|1|Major|Archibald|Butt||male|45|0|0|113050|26.55|B38|Southampton
True|1|Miss|Bertha|LeRoy||female|30|0|0|17761|106.42||Cherbourg
False|3|Mr|Samuel|Risien||male||0|0|364498|14.5||Southampton
True|1|Miss|Hedwig|Frolicher||female|22|0|2|13568|49.5|B39|Cherbourg
True|1|Miss|Harriet|Crosby||female|36|0|2|5735|71|B22|Southampton
False|3|Miss|Ingeborg|Andersson||female|9|4|2|347082|31.28||Southampton
False|3|Miss|Sigrid|Andersson||female|11|4|2|347082|31.28||Southampton
True|2|Mr|Edward|Beane||male|32|1|0|2908|26||Southampton
False|1|Mr|Walter|Douglas||male|50|1|0|17761|106.42|C86|Cherbourg
False|1|Mr|Arthur|Nicholson||male|64|0|0|693|26||Southampton
True|2|Mrs|Edward|Beane|Ethel Clarke|female|19|1|0|2908|26||Southampton
True|2|Mr|Julian|Padro y Manent||male||0|0|2146|13.86||Cherbourg
False|3|Mr|Frank|Goldsmith||male|33|1|1|363291|20.52||Southampton
True|2|Master|John|Davies||male|8|1|1|33112|36.75||Southampton
True|1|Mr|John|Thayer||male|17|0|2|17421|110.88|C70|Cherbourg
False|2|Mr|Percival|Sharp||male|27|0|0|244358|26||Southampton
False|3|Mr|Timothy|O'Brien||male||0|0|330979|7.83||Queenstown
True|3|Mr|Fahim|Leeni|Philip Zenni|male|22|0|0|2620|7.22||Cherbourg
True|3|Miss|Velin|Ohman||female|22|0|0|347085|7.78||Southampton
False|1|Mr|George|Wright||male|62|0|0|113807|26.55||Southampton
True|1|Lady|Lucille|Duff Gordon|Lucille Christiana Sutherland |female|48|1|0|11755|39.6|A16|Cherbourg
False|1|Mr|Victor|Robbins||male||0|0|17757|227.52||Cherbourg
True|1|Mrs|Emil|Taussig|Tillie Mandelbaum|female|39|1|1|110413|79.65|E67|Southampton
True|3|Mrs|Guillaume|de Messemaeker|Emma|female|36|1|0|345572|17.4||Southampton
False|3|Mr|Thomas|Morrow||male||0|0|372622|7.75||Queenstown
False|3|Mr|Husein|Sivic||male|40|0|0|349251|7.9||Southampton
False|2|Mr|Robert|Norman||male|28|0|0|218629|13.5||Southampton
False|3|Mr|John|Simmons||male||0|0|392082|8.05||Southampton
False|3|Miss|Marion|Meanwell|Marion Ogden|female||0|0|392087|8.05||Southampton
False|3|Mr|Alfred|Davies||male|24|2|0|448871|24.15||Southampton
False|3|Mr|Ilia|Stoytcheff||male|19|0|0|349205|7.9||Southampton
False|3|Mrs|Nils|Palsson|Alma Cornelia Berglund|female|29|0|4|349909|21.08||Southampton
False|3|Mr|Tannous|Doharr||male||0|0|2686|7.23||Cherbourg
True|3|Mr|Carl|Jonsson||male|32|0|0|350417|7.85||Southampton
True|2|Mr|George|Harris||male|62|0|0|752|10.5||Southampton
True|1|Mrs|Edward|Appleton|Charlotte Lamson|female|53|2|0|11769|51.48|C101|Southampton
True|1|Mr|John|Flynn|Irving|male|36|0|0|17474|26.39|E25|Southampton
True|3|Miss|Mary|Kelly||female||0|0|14312|7.75||Queenstown
False|3|Mr|Alfred|Rush||male|16|0|0|420589|8.05||Southampton
False|3|Mr|George|Patchett||male|19|0|0|358585|14.5||Southampton
True|2|Miss|Ethel|Garside||female|34|0|0|243880|13||Southampton
True|1|Mrs|William|Silvey|Alice Munger|female|39|1|0|13507|55.9|E44|Southampton
False|3|Mrs|Joseph|Caram|Maria Elias|female||1|0|2689|14.46||Cherbourg
True|3|Mr|Eiriik|Jussila||male|32|0|0|23101286|7.92||Southampton
True|2|Miss|Julie|Christy||female|25|1|1|237789|30||Southampton
True|1|Mrs|John|Thayer|Marian Longstreth Morris|female|39|1|1|17421|110.88|C68|Cherbourg
False|2|Mr|William|Downton||male|54|0|0|28403|26||Southampton
False|1|Mr|John|Ross||male|36|0|0|13049|40.12|A10|Cherbourg
False|3|Mr|Uscher|Paulner||male||0|0|3411|8.71||Cherbourg
True|1|Miss|Ruth|Taussig||female|18|0|2|110413|79.65|E68|Southampton
False|2|Mr|John|Jarvis||male|47|0|0|237565|15||Southampton
True|1|Mr|Maxmillian|Frolicher-Stehli||male|60|1|1|13567|79.2|B41|Cherbourg
False|3|Mr|Eliezer|Gilinski||male|22|0|0|14973|8.05||Southampton
False|3|Mr|Joseph|Murdlin||male||0|0|53235|8.05||Southampton
False|3|Mr|Matti|Rintamaki||male|35|0|0|23101273|7.12||Southampton
True|1|Mrs|Walter|Stephenson|Martha Eustis|female|52|1|0|36947|78.27|D20|Cherbourg
False|3|Mr|William|Elsbury||male|47|0|0|53902|7.25||Southampton
False|3|Miss|Mary|Bourke||female||0|2|364848|7.75||Queenstown
False|2|Mr|John|Chapman||male|37|1|0|29037|26||Southampton
False|3|Mr|Jean|Van Impe||male|36|1|1|345773|24.15||Southampton
True|2|Miss|Jessie|Leitch||female||0|0|248727|33||Southampton
False|3|Mr|Alfred|Johnson||male|49|0|0||0||Southampton
False|3|Mr|Hanna|Boulos||male||0|0|2664|7.22||Cherbourg
True|1|Sir|Cosmo|Duff Gordon|Mr Morgan|male|49|1|0|17485|56.93|A20|Cherbourg
True|2|Mrs|Sidney|Jacobsohn|Amy Frances Christy|female|24|2|1|243847|27||Southampton
False|3|Mr|Petco|Slabenoff||male||0|0|349214|7.9||Southampton
False|1|Mr|Charles|Harrington||male||0|0|113796|42.4||Southampton
False|3|Mr|Ernst|Torber||male|44|0|0|364511|8.05||Southampton
True|1|Mr|Harry|Homer|Mr E Haven|male|35|0|0|111426|26.55||Cherbourg
False|3|Mr|Edvard|Lindell||male|36|1|0|349910|15.55||Southampton
False|3|Mr|Milan|Karaic||male|30|0|0|349246|7.9||Southampton
True|1|Mr|Robert|Daniel||male|27|0|0|113804|30.5||Southampton
True|2|Mrs|Joseph|Laroche|Juliette Marie Louise Lafargue|female|22|1|2|2123|41.58||Cherbourg
True|1|Miss|Elizabeth|Shutes||female|40|0|0|17582|153.46|C125|Southampton
False|3|Mrs|Anders|Andersson|Alfrida Konstantia Brogren|female|39|1|5|347082|31.28||Southampton
False|3|Mr|Jose|Jardin||male||0|0|3101305|7.05||Southampton
True|3|Miss|Margaret|Murphy||female||1|0|367230|15.5||Queenstown
False|3|Mr|John|Horgan||male||0|0|370377|7.75||Queenstown
False|3|Mr|William|Brocklebank||male|35|0|0|364512|8.05||Southampton
True|2|Miss|Alice|Herman||female|24|1|2|220845|65||Southampton
False|3|Mr|Ernst|Danbom||male|34|1|1|347080|14.4||Southampton
False|3|Mrs|William|Lobb|Cordelia K Stanlick|female|26|1|0|53336|16.1||Southampton
True|2|Miss|Marion|Becker||female|4|2|1|230136|39|F4|Southampton
False|2|Mr|Lawrence|Gavey||male|26|0|0|31028|10.5||Southampton
False|3|Mr|Antoni|Yasbeck||male|27|1|0|2659|14.45||Cherbourg
True|1|Mr|Edwin|Kimball||male|42|1|0|11753|52.55|D19|Southampton
True|3|Mr|Sahid|Nakid||male|20|1|1|2653|15.74||Cherbourg
False|3|Mr|Henry|Hansen||male|21|0|0|350029|7.85||Southampton
False|3|Mr|David|Bowen||male|21|0|0|54636|16.1||Southampton
False|1|Mr|Frederick|Sutton||male|61|0|0|36963|32.32|D50|Southampton
False|2|Rev|Charles|Kirkland||male|57|0|0|219533|12.35||Queenstown
True|1|Miss|Gretchen|Longley||female|21|0|0|13502|77.96|D9|Southampton
False|3|Mr|Guentcho|Bostandyeff||male|26|0|0|349224|7.9||Southampton
False|3|Mr|Patrick|O'Connell||male||0|0|334912|7.73||Queenstown
True|1|Mr|Algernon|Barkworth||male|80|0|0|27042|30|A23|Southampton
False|3|Mr|Johan|Lundahl||male|51|0|0|347743|7.05||Southampton
True|1|Dr|Max|Stahelin-Maeglin||male|32|0|0|13214|30.5|B50|Cherbourg
False|1|Mr|William|Parr||male||0|0|112052|0||Southampton
False|3|Miss|Mabel|Skoog||female|9|3|2|347088|27.9||Southampton
True|2|Miss|Mary|Davis||female|28|0|0|237668|13||Southampton
False|3|Mr|Antti|Leinonen||male|32|0|0|23101292|7.92||Southampton
False|2|Mr|Harvey|Collyer||male|31|1|1|31921|26.25||Southampton
False|3|Mrs|Juha|Panula|Maria Emilia Ojala|female|41|0|5|3101295|39.69||Southampton
False|3|Mr|Percival|Thorneycroft||male||1|0|376564|16.1||Southampton
False|3|Mr|Hans|Jensen||male|20|0|0|350050|7.85||Southampton
True|1|Mlle|Emma|Sagesser||female|24|0|0|17477|69.3|B35|Cherbourg
False|3|Miss|Margit|Skoog||female|2|3|2|347088|27.9||Southampton
True|3|Mr|Choong|Foo||male||0|0|1601|56.5||Southampton
True|3|Miss|Eugenie|Baclini||female|0.75|2|1|2666|19.26||Cherbourg
True|1|Mr|Henry|Harper||male|48|1|0|17572|76.73|D33|Cherbourg
False|3|Mr|Liudevit|Cor||male|19|0|0|349231|7.9||Southampton
True|1|Col|Oberst|Simonius-Blumer||male|56|0|0|13213|35.5|A26|Cherbourg
False|3|Mr|Edward|Willey||male||0|0|751|7.55||Southampton
True|3|Miss|Amy|Stanley||female|23|0|0|2314|7.55||Southampton
False|3|Mr|Mito|Mitkoff||male||0|0|349221|7.9||Southampton
True|2|Miss|Elsie|Doling||female|18|0|1|231919|23||Southampton
False|3|Mr|Johannes|Kalvik||male|21|0|0|8475|8.43||Southampton
True|3|Miss|Hanora|O'Leary||female||0|0|330919|7.83||Queenstown
False|3|Miss|Hanora|Hegarty||female|18|0|0|365226|6.75||Queenstown
False|2|Mr|Leonard|Hickman||male|24|2|0|14879|73.5||Southampton
False|3|Mr|Alexander|Radeff||male||0|0|349223|7.9||Southampton
False|3|Mrs|John|Bourke|Catherine|female|32|1|1|364849|15.5||Queenstown
False|2|Mr|George|Eitemiller||male|23|0|0|29751|13||Southampton
False|1|Mr|Arthur|Newell||male|58|0|2|35273|113.28|D48|Cherbourg
True|1|Dr|Henry|Frauenthal||male|50|2|0|17611|133.65||Southampton
False|3|Mr|Mohamed|Badt||male|40|0|0|2623|7.22||Cherbourg
False|1|Mr|Edward|Colley||male|47|0|0|5727|25.59|E58|Southampton
False|3|Mr|Peju|Coleff||male|36|0|0|349210|7.5||Southampton
True|3|Mr|Eino|Lindqvist||male|20|1|0|23101285|7.92||Southampton
False|2|Mr|Lewis|Hickman||male|32|2|0|14879|73.5||Southampton
False|2|Mr|Reginald|Butler||male|25|0|0|234686|13||Southampton
False|3|Mr|Knud|Rommetvedt||male||0|0|312993|7.78||Southampton
False|3|Mr|Jacob|Cook||male|43|0|0|53536|8.05||Southampton
True|1|Mrs|Elmer|Taylor|Juliet Cummins Wright|female||1|0|19996|52|C126|Southampton
True|2|Mrs|Thomas|Brown|Elizabeth Catherine Ford|female|40|1|1|29750|39||Southampton
False|1|Mr|Thornton|Davidson||male|31|1|0|12750|52|B71|Southampton
False|2|Mr|Henry|Mitchell||male|70|0|0|24580|10.5||Southampton
True|2|Mr|Charles|Wilhelms||male|31|0|0|244270|13||Southampton
False|2|Mr|Ennis|Watson||male||0|0|239856|0||Southampton
False|3|Mr|Gustaf|Edvardsson||male|18|0|0|349912|7.78||Southampton
False|3|Mr|Frederick|Sawyer||male|24.5|0|0|342826|8.05||Southampton
True|3|Miss|Anna|Turja||female|18|0|0|4138|9.84||Southampton
False|3|Mrs|Frederick|Goodwin|Augusta Tyler|female|43|1|6|2144|46.9||Southampton
True|1|Mr|Thomas|Cardeza||male|36|0|1|17755|512.33|B51 B53 B55|Cherbourg
False|3|Miss|Katie|Peters||female||0|0|330935|8.14||Queenstown
True|1|Mr|Hammad|Hassab||male|27|0|0|17572|76.73|D49|Cherbourg
False|3|Mr|Thor|Olsvigen||male|20|0|0|6563|9.22||Southampton
False|3|Mr|Charles|Goodwin||male|14|5|2|2144|46.9||Southampton
False|2|Mr|Thomas|Brown||male|60|1|1|29750|39||Southampton
False|2|Mr|Joseph|Laroche||male|25|1|2|2123|41.58||Cherbourg
False|3|Mr|Jaako|Panula||male|14|4|1|3101295|39.69||Southampton
False|3|Mr|Branko|Dakic||male|19|0|0|349228|10.17||Southampton
False|3|Mr|Eberhard|Fischer||male|18|0|0|350036|7.8||Southampton
True|1|Miss|Georgette|Madill||female|15|0|1|24160|211.34|B5|Southampton
True|1|Mr|Albert|Dick||male|31|1|0|17474|57|B20|Southampton
True|3|Miss|Manca|Karun||female|4|0|1|349256|13.42||Cherbourg
True|3|Mr|Ali|Lam||male||0|0|1601|56.5||Southampton
False|3|Mr|Khalil|Saad||male|25|0|0|2672|7.22||Cherbourg
False|1|Col|John|Weir||male|60|0|0|113800|26.55||Southampton
